snapshot_date,date,channel,direction,confidence,title,headline,economic_mechanism,expected_effects,id,lead_indicator,signal_type,snapshot_country,source,sources,time_horizon,who_should_care
2026-03-08,2026-03-08,Banking,tightening,medium,Banking Sector Fragility,Default loans below 10pc in 17 banks - Prothom Alo English,"Rising non-performing loans, governance failures, or liquidity stress in banks constrain credit intermediation and erode depositor confidence.","[""credit rationing"", ""deposit flight risk"", ""fiscal contingent liability""]",2026-03-08_banking_sector_fragility_85f6dd10,npl_ratio_change,financial_conditions,root,Prothom Alo English,"[""https://news.google.com/rss/articles/CBMiYEFVX3lxTFBEeEg3YjRPNWlNelhMUHR2ZVJISG9NdHk4Wm9UZWUydTJGMkdJVlA5NFNrUGs5elQ5SFZDekNfZ1FONjlEbHFmend5Z2hOV3lRbzVsXzh0NFNWbHVCTVpxX9IBbkFVX3lxTE5ZNDh6T1IxYmZBUEhnd2NEQzVKSjFldEYwd29RV1ItSzRjLWUwTFhhNUd2V2JxeU9IY1l6MWswV3N5NVRLZXNCdXM4Q3ZmYVJ4U0RmMGhUbWtEUnRxbjV2dHpDZ01tNVF4OGpsS2p3?oc=5""]",3–12 months,"[""depositors"", ""bank regulators"", ""financial analysts""]"
2026-03-08,2026-03-08,Banking,tightening,high,Banking Sector Fragility,A decade needed to get rid of bad loan crisis - The Daily Star,"Rising non-performing loans, governance failures, or liquidity stress in banks constrain credit intermediation and erode depositor confidence.","[""credit rationing"", ""deposit flight risk"", ""fiscal contingent liability""]",2026-03-08_banking_sector_fragility_75d069a5,npl_ratio_change,financial_conditions,root,The Daily Star,"[""https://news.google.com/rss/articles/CBMinAFBVV95cUxNblp4U1BJbl9SQmRHTlFUT3gxN0sySnRWVmtkUlZzN0FIeUVUUmpWOHQwS2Z2dThnaFZVcGYzUlZrd19tamNoRGI0aExqQ1VDQUxuNlBGRlVvYmhDRmN6YVRBdVo2eXIzZFZ4TmtydzhGRlIyeEZVWUJiRXpoWWRlUGlmMkhpdXNqN2tvWEx2WWZjd1hfb2hpQW9ZSDY?oc=5""]",3–12 months,"[""depositors"", ""bank regulators"", ""financial analysts""]"
2026-03-08,2026-03-08,Banking,tightening,medium,Banking Sector Fragility,"Bangladesh Bank Loans: Record Defaults, Low Investment - Rediff MoneyWiz","Rising non-performing loans, governance failures, or liquidity stress in banks constrain credit intermediation and erode depositor confidence.","[""credit rationing"", ""deposit flight risk"", ""fiscal contingent liability""]",2026-03-08_banking_sector_fragility_42dd63de,npl_ratio_change,financial_conditions,root,Rediff MoneyWiz,"[""https://news.google.com/rss/articles/CBMipwFBVV95cUxOVkdUMWxBRkYtbEUzTTQyMzg3Z3pIZkJDNTZIUHhYQjhRXzY1WE5KcEpXOXJCeDdRNVkwTFA1MWI5RzQtMDc3TnUzbWE2NVZlQ0p0RjhFRW92YkVCSkt4Ym5nRVA1Z3hCM2VhaUU3UHByaERlUTB6VVB3QjRzY0hhb0NtejBMX3N4bnkxUDNBM1RhOFBqUEtjRkNoTWdLTjFpQndhSDkzRdIBrAFBVV95cUxNeGFGZkUtelY2XzhXZGZQNkxBYnhLMWM5bUlTN0NlUGFHNVU0Z2pjazFXakNUbVFEMjNvQklqZkxtVHRUZ1Z1R0NyVmZSTk0waEt1cC1xMENYRDJEYW5wOTlaY1pSWjMxQzFhQ2VmYWxpbmNyTlhpMTFhclRpblhRdUF4MzFsSmZRWlJlM0JXMXZwcU13aXhSLWhQR0dxdmNaZlgwZVBuTWdxaHdB?oc=5""]",3–12 months,"[""depositors"", ""bank regulators"", ""financial analysts""]"
2026-03-08,2026-03-08,Banking,tightening,medium,Banking Sector Fragility,Startup loans available for Bangladeshis aged 21: BB - Bangladesh Sangbad Sangstha (BSS),"Rising non-performing loans, governance failures, or liquidity stress in banks constrain credit intermediation and erode depositor confidence.","[""credit rationing"", ""deposit flight risk"", ""fiscal contingent liability""]",2026-03-08_banking_sector_fragility_38c23ccb,npl_ratio_change,financial_conditions,root,Bangladesh Sangbad Sangstha (BSS),"[""https://news.google.com/rss/articles/CBMiUEFVX3lxTE9QRFRWamhMdS1wYnBnWHl5TFFBSG82MGxyZkNjbVk3ckdvNHlib2hOcG8wZU9GR3FMZXNoZmd2a2ROT29MRVcwc29CeEx5S1U4?oc=5""]",3–12 months,"[""depositors"", ""bank regulators"", ""financial analysts""]"
2026-03-08,2026-03-08,Banking,tightening,medium,Banking Sector Fragility,"Govt, ADB ink 4 loan deals involving $1.304 billion - Bangladesh Sangbad Sangstha (BSS)","Rising non-performing loans, governance failures, or liquidity stress in banks constrain credit intermediation and erode depositor confidence.","[""credit rationing"", ""deposit flight risk"", ""fiscal contingent liability""]",2026-03-08_banking_sector_fragility_a6e9c088,npl_ratio_change,financial_conditions,root,Bangladesh Sangbad Sangstha (BSS),"[""https://news.google.com/rss/articles/CBMiUEFVX3lxTFA3NDkwejZYM2JMWjBPWUp4Mk8zUmhUblBYQWxBSnVzTDhRMkJ0eUNGQlh1Y1gwdElPcld5bGpYT2g1UGpnRW1SVWFPU21jWmUw?oc=5""]",3–12 months,"[""depositors"", ""bank regulators"", ""financial analysts""]"
2026-03-08,2026-03-08,Banking,tightening,medium,Banking Sector Fragility,Why is Bangladesh leading in defaulted loans in Asia - Prothom Alo English,"Rising non-performing loans, governance failures, or liquidity stress in banks constrain credit intermediation and erode depositor confidence.","[""credit rationing"", ""deposit flight risk"", ""fiscal contingent liability""]",2026-03-08_banking_sector_fragility_af9a51f8,npl_ratio_change,financial_conditions,root,Prothom Alo English,"[""https://news.google.com/rss/articles/CBMiX0FVX3lxTE51SG5ob2xmWVNXTGpOMHJZR3hqNUswRUpsSzhqWFZZV0NVVEhBZ1hwNjd3anU3akNsTVJwMXcwTGx5M3dlTlR6MmVMN0lqNFhOYUYxdTgwMVk2MG5mSko40gFsQVVfeXFMUE5nckpidkVCZWpNdWt2dlBFWG5rMjZPYUMwNGlQZkY3czliM2FfckVUanRiQzNIOFRMVlFGMElITDFJaGlCSkl3UVRMOVk3SENRRTM2SXQtZ2puZWRFYS1TSDcxS19HWWZyeGFs?oc=5""]",3–12 months,"[""depositors"", ""bank regulators"", ""financial analysts""]"
2026-03-08,2026-03-08,Banking,tightening,medium,Banking Sector Fragility,Bangladesh's Efforts on Capital Market Reforms - Bruno Carrasco and Syed Ali-Mumtaz H Shah - Asian Development Bank,"Rising non-performing loans, governance failures, or liquidity stress in banks constrain credit intermediation and erode depositor confidence.","[""credit rationing"", ""deposit flight risk"", ""fiscal contingent liability""]",2026-03-08_banking_sector_fragility_18f0ae30,npl_ratio_change,financial_conditions,root,Asian Development Bank,"[""https://news.google.com/rss/articles/CBMitgFBVV95cUxPUUNiMDh1ckJOU3ZuMDhKdmd0TjM2S2ZsSU5PNFMxYzVoMWlsejl3akIyUDhNMldpM1pTMXc2QjhxbktTTmtCQ3dCM3Bnd2ZIWkUwOVZPQU05TDF6VVZiU1JqSlhoN0duc0ZZYUk4R25hR21ZUGlGRHpFaWRNNGRCOUVLcVJ1WG1UaGt6YlZ1MU9NQllQNHctTnFFQWpPVXlIMHFaMUxrMjZ6U3RTMFNmSE84UzBEQQ?oc=5""]",3–12 months,"[""depositors"", ""bank regulators"", ""financial analysts""]"
2026-03-08,2026-03-08,Banking,tightening,medium,Banking Sector Fragility,"Bangladesh Bank allows renewal of continuous loans before default, with 3-month window","Rising non-performing loans, governance failures, or liquidity stress in banks constrain credit intermediation and erode depositor confidence.","[""credit rationing"", ""deposit flight risk"", ""fiscal contingent liability""]",2026-03-08_banking_sector_fragility_7a57028d,npl_ratio_change,financial_conditions,root,The Business Standard — Economy,"[""https://www.tbsnews.net/economy/banking/bangladesh-bank-allows-renewal-continuous-loans-default-3-month-window-1376046""]",3–12 months,"[""depositors"", ""bank regulators"", ""financial analysts""]"
2026-03-08,2026-03-08,Banking,tightening,medium,Banking Sector Fragility,"Five-bank merger to continue seamlessly, says cenbank governor","Rising non-performing loans, governance failures, or liquidity stress in banks constrain credit intermediation and erode depositor confidence.","[""credit rationing"", ""deposit flight risk"", ""fiscal contingent liability""]",2026-03-08_banking_sector_fragility_4584f99d,npl_ratio_change,financial_conditions,root,The Business Standard — Banking,"[""https://www.tbsnews.net/bangladesh/five-bank-merger-continue-seamlessly-says-cenbank-governor-1376526""]",3–12 months,"[""depositors"", ""bank regulators"", ""financial analysts""]"
2026-03-08,2026-03-08,Capital Markets,tightening,high,Capital Markets Stress,BNP-linked companies lead gains as Dhaka stocks see post-election surge - The Business Standard,"Equity market declines, FDI withdrawals, or portfolio outflows signal deteriorating investor confidence and tighter financing conditions.","[""equity valuation decline"", ""FDI slowdown"", ""market liquidity tightening""]",2026-03-08_capital_markets_stress_83f281bd,equity_market_shift,financial_conditions,root,The Business Standard,"[""https://news.google.com/rss/articles/CBMitgFBVV95cUxQZ3VVb05FWmtsWGhhOWJrSVhheEFiSkJGUGJoN25NNWszUlNmdHhESmFDOUI4cERyV3UtalRVcDZMdkJMN2E0NlhuakNJajQ2T2R2TUpXdzRfcE1VR3ZadEFIV0xPdURsaEZTdWU3ZWpYR3NVWTg1N0NOaUJkei1OcXdSYmhqeC1IVk8wdFhLY0dSc2dfLWhHdjlwZUZ0UHUwMTF0TlRLdHY2Z1dQS2VldHlXMHFDUdIBuwFBVV95cUxOTVdudHlUUkZYT3FnemtZUjBCQ0c0b2c2Q01SWjZDVGthWldPalFlU0tfaGp4dkgxTGNxU3VrbHprek1PTF9la0U4bXI4ZW1pdmgta2tJZXBVOU4ya0ktNGJtT3BHdEEtWEFUd0NQa3RSX0tWUlJESkFuZ1VMYzg2ekNzY2FPZFRJaWwzemliQmNUcWJQdWo5cS1ZRmhDZkJaV052UzdjZUJBd29pYk5zRFRaX1NHVXNPV29j?oc=5""]",immediate–3 months,"[""equity investors"", ""portfolio managers"", ""foreign investors""]"
2026-03-08,2026-03-08,Capital Markets,tightening,medium,Capital Markets Stress,Attack on Iran triggers sharp fall in Bangladesh stock market - Jagonews24.com,"Equity market declines, FDI withdrawals, or portfolio outflows signal deteriorating investor confidence and tighter financing conditions.","[""equity valuation decline"", ""FDI slowdown"", ""market liquidity tightening""]",2026-03-08_capital_markets_stress_814d90a8,equity_market_shift,financial_conditions,root,Jagonews24.com,"[""https://news.google.com/rss/articles/CBMiXkFVX3lxTE1jcVYzcFViTjkzR0ZOaGxrLTNHaE1NeFdNakVLSlV1aW11T0NxWXVCWGl4WXpPamxkTmFJaHluVHh5N3hHbWhMY0o1YzB1Q29pM2tFVEZLdHpoSVBZX3fSAVBBVV95cUxOaXdTSW5PSmZIOXBfdW53cjYwLU1XRkhwNUVqLVlRVlJsbzE3aVY2ZUF1bDJvVjRwSmNKdmY3amRuc3Y4dU9xSGM1cHhYUzMteQ?oc=5""]",immediate–3 months,"[""equity investors"", ""portfolio managers"", ""foreign investors""]"
2026-03-08,2026-03-08,Capital Markets,tightening,low,Capital Markets Stress,BSEC rejects Magura Multiplex's proposal to issue new shares - The Financial Express | First Financial Daily of Bangladesh,"Equity market declines, FDI withdrawals, or portfolio outflows signal deteriorating investor confidence and tighter financing conditions.","[""equity valuation decline"", ""FDI slowdown"", ""market liquidity tightening""]",2026-03-08_capital_markets_stress_531e93cb,equity_market_shift,financial_conditions,root,The Financial Express | First Financial Daily of Bangladesh,"[""https://news.google.com/rss/articles/CBMixgFBVV95cUxPX0wzSXpOeFpLY0M5MXFVQmVoR0YzcGIzdGN4WXdNdkxiOFFlR20zMkZ5OEhHd29mOFdrUXBBVjMtcFBubjhsOXJIbFBTbXlmU2w4d1BMUVVzeWdnbTZDd25SdkQ1VG9IWW1maVlmdnp4LUtJd2lKZ1BIeWFYSlBUX3QyTmJLUVVNS3gzSk1ROEc5SUJRWG5zcjJLazRuZC1fSXBZX0I5UEk0cE82NFNXMVkwdjB3NTF4ek1JVkJSZE1UVXBrcVHSAdIBQVVfeXFMTm1UVW9BdzhJUmNZWmx2X1VlRTRUVXZwd0N5dnM3Nk1jbFZRaXBYaElScldtazEtcnZfX2VyNk11RVh2bE5FeDJsSTFoOC1rdldpOUZuNXJVY3R2RDdEODZuTFhDTnpESHIyRmZPc0JnWWE2SUtNT0ItYnFUY0I4N0UtY0dpY1F1WmFGRTBXamUyNnVPbVJMaVI5VVlBelpzWDdwMXF2eFVMNlR6SkxOTHpnM2loWXc2Q2w0eWpUWTNGaWEzWnNuTHEzcEYtWlRCckd3?oc=5""]",immediate–3 months,"[""equity investors"", ""portfolio managers"", ""foreign investors""]"
2026-03-08,2026-03-08,Capital Markets,tightening,high,Capital Markets Stress,Crisis in Dhaka: Strategies for stocks of companies related to Bangladesh - Business Standard,"Equity market declines, FDI withdrawals, or portfolio outflows signal deteriorating investor confidence and tighter financing conditions.","[""equity valuation decline"", ""FDI slowdown"", ""market liquidity tightening""]",2026-03-08_capital_markets_stress_7a3a8fd1,equity_market_shift,financial_conditions,root,Business Standard,"[""https://news.google.com/rss/articles/CBMi1gFBVV95cUxQZFp3Y3hmSmVYbzRCOG14Ti1HazhMNnJzT0JGblFzdmNhSlpRanB1dGtiMzJvcFZUS18wcWpVUFE4V0VfT3V0X1dhUDl5VTZKZVdwSGJ2ME41ZExHeVdEcktPMUowNC1MY2pIUWhzQnNvMk53eTdHMTZfRjlZSWNiOTlIbkVadnF0ckhGSGZNWDNsd2dSeGhBcFhRM1NHd0JnSU9jTVZmVjBpNDRnellXaVZzYm9mREZFajQ0bE9DUjE3dEpqMDlLeHJVN3JiRG5fUlJJRG1n0gHbAUFVX3lxTE11LWNSRWw0bVlpR3NrSXNDTnU5MXA0ZEFaUmRDY0RmZFJ2cTh5aUlvRlR6X3ZPTkg3NXF4RWpvTHFKX3JUZUphOUVjSThyY29yUzB3a0s3SzI1NE1pekg3MUMzUThUOVRiMk5xMHJNS0dUMXBDY2FrdTdYSTAyby13Ti05NHR4ZTRDQ2VLVWlkMTZWQnRCYU56VEt3cFd5NmRYZnpSQXdPWkVmYkpyd3dSSGtZWWZVcGk4RUxad0lpeVpTNVZLbHRuY0Q1M1g0c3VEOENBQU5zWW5HRQ?oc=5""]",immediate–3 months,"[""equity investors"", ""portfolio managers"", ""foreign investors""]"
2026-03-08,2026-03-08,Capital Markets,tightening,medium,Capital Markets Stress,BSEC lifts floor price on most stocks - Bangladesh Sangbad Sangstha (BSS),"Equity market declines, FDI withdrawals, or portfolio outflows signal deteriorating investor confidence and tighter financing conditions.","[""equity valuation decline"", ""FDI slowdown"", ""market liquidity tightening""]",2026-03-08_capital_markets_stress_c0be5904,equity_market_shift,financial_conditions,root,Bangladesh Sangbad Sangstha (BSS),"[""https://news.google.com/rss/articles/CBMiUEFVX3lxTE1NWnBkd3RtYndJLWF3anE5RUJ4VnYxUGQ5aS05WUFkNFFXVEUzSzlaVzRHRnU0ajVKZkxPSVVJOVdjdDlialBXd0hJa2xRaEhm?oc=5""]",immediate–3 months,"[""equity investors"", ""portfolio managers"", ""foreign investors""]"
2026-03-08,2026-03-08,Capital Markets,tightening,medium,Capital Markets Stress,BSEC brings changes in price cap to stop free fall of share prices - Prothom Alo English,"Equity market declines, FDI withdrawals, or portfolio outflows signal deteriorating investor confidence and tighter financing conditions.","[""equity valuation decline"", ""FDI slowdown"", ""market liquidity tightening""]",2026-03-08_capital_markets_stress_982d6c68,equity_market_shift,financial_conditions,root,Prothom Alo English,"[""https://news.google.com/rss/articles/CBMiYEFVX3lxTE9GdTlJY0RmakYyWlhwcm96Q0RTT1UtNW85al9JV0oxR1VlUl9teXRBeUlmUUVlMVgwOW1lbkV6Yl83dFM2bTVkVW5USlk0QkR4WFo0RC1kN2RZZ002Tm1MNtIBbkFVX3lxTFBMcGpDXzdQUXlWV3U1NWo3WmZ0aG1Lb1dYQnc1aHdIS21YdVNGRHRNcS10QVlFUE1fVVE4dlh0YldCZ2VoU28wbWVjYW9BNW5HZkg0aGFzemhGczN5MlIxTkwwbnlXWFVlVkxVUGdR?oc=5""]",immediate–3 months,"[""equity investors"", ""portfolio managers"", ""foreign investors""]"
2026-03-08,2026-03-08,Capital Markets,tightening,medium,Capital Markets Stress,Dhaka stocks fall for second day - The Daily Star,"Equity market declines, FDI withdrawals, or portfolio outflows signal deteriorating investor confidence and tighter financing conditions.","[""equity valuation decline"", ""FDI slowdown"", ""market liquidity tightening""]",2026-03-08_capital_markets_stress_86d7e5da,equity_market_shift,financial_conditions,root,The Daily Star,"[""https://news.google.com/rss/articles/CBMimAFBVV95cUxNRGY1RXI3YW5qNkVpNFRvOTJSWGJQQlVsWEVzbEF3S3J3NHBrV1dQdnNROHNOQnNBUWg2a2ZXVGN6RlBXTTZiOTZPZDNLVTcxWEJ5dklHQVV1Rnk3VjU0NUl5ZFNBclk5X0Q3WTk0NHpkQjFQRW5TZjB2TEthc3ZPV0NZUGQ0ZEVQVGh2NkJFTFNKUVpONkdmaQ?oc=5""]",immediate–3 months,"[""equity investors"", ""portfolio managers"", ""foreign investors""]"
2026-03-08,2026-03-08,Capital Markets,tightening,high,Capital Markets Stress,Low-performing stocks surge at Dhaka bourse - The Daily Star,"Equity market declines, FDI withdrawals, or portfolio outflows signal deteriorating investor confidence and tighter financing conditions.","[""equity valuation decline"", ""FDI slowdown"", ""market liquidity tightening""]",2026-03-08_capital_markets_stress_997aabd8,equity_market_shift,financial_conditions,root,The Daily Star,"[""https://news.google.com/rss/articles/CBMiqAFBVV95cUxNYkdFNGJiTDQ2dkp2RE9qQkJLNmRfUzBDU2pTQzZ2VUxDQ204RS1hM05LcU5GN2Z1VU1jUDd4NVlKQThLLU5yRlBUUkxRWGFGbHVmalRfdU5yYk54QlhGZ0RqeEJwQjhGMXhWeWc0S1RjRjN3eW5jOHBuRUtmcFlIWmlkSlhYc1FzaXEzdmtSdTBlVHh3dENyLVV0aHl4Ymw5cmpXcm83NFI?oc=5""]",immediate–3 months,"[""equity investors"", ""portfolio managers"", ""foreign investors""]"
